NAME NAME Blurry and spotty . Glad we pay every month for this service ! 	NAME NAME Blurry and spotty .<br> Glad we pay every month for this service !	2	-2	 NAME[0] NAME[0] Blurry[-1] and[0] spotty[0] [[Sentence=-2,1=word max, 1-5]] Glad[1] we[0] pay[0] every[0] month[0] for[0] this[0] service[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
NAME Ha ! That's actually the funniest thing I've heard all day ! Thanks for the laugh , lovin your :)  Bernie2016	NAME Ha !<br> That's actually the funniest thing I've heard all day !<br> Thanks for the laugh , lovin your your  Bernie2016	3	-1	 NAME[0] Ha[1] [[Sentence=-1,2=word max, 1-5]] That's[0] actually[0] the[0] funniest[1] thing[0] I've[0] heard[0] all[0] day[0] [[Sentence=-1,2=word max, 1-5]] Thanks[1] for[0] the[0] laugh[1] lovin[2] your[0][+1 Emoticon] Bernie2016[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Also with Morgan and Carol ? Gee , who didn't see that coming ? Like wow so much surprise , much wow . Great writing ! #TheWalkingDead	Also with Morgan and Carol ?<br> Gee , who didn't see that coming ?<br> Like wow so much surprise , much wow .<br> Great writing !<br> #TheWalkingDead	3	-1	 Also[0] with[0] Morgan[0] and[0] Carol[0] [[Sentence=-1,1=word max, 1-5]] Gee[0] who[0] didn't[0] see[0] that[0] coming[0] [[Sentence=-1,1=word max, 1-5]] Like[1] wow[2] so[0] much[0] surprise[0] much[0] wow[2] [[Sentence=-1,3=word max, 1-5]] Great[2] writing[0] [[Sentence=-1,3=word max, 1-5]] #TheWalkingDead[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME So this new and improved offense looks super . . . the defenses is clearly still good And the bullpen         	NAME So this new and improved offense looks super .<br> .<br> .<br> the defenses is clearly still good And the bullpen        	3	-3	 NAME[0] So[0] this[0] new[0] and[0] improved[1] offense[-2] looks[0] super[2] [[Sentence=-3,3=word max, 1-5]] the[0] defenses[0] is[0] clearly[0] still[0] good[1] And[0] the[0] bullpen[0] [[Sentence=-1,2=word max, 1-5]][[[3,-3 max of sentences]]]
NAME is at the #ACMs I had no idea Keith Urban #drinkinggame #WastedTime HYPERLINK	NAME is at the #ACMs I had no idea Keith Urban #drinkinggame #WastedTime HYPERLINK	1	-1	 NAME[0] is[0] at[0] the[0] #ACMs[0] I[0] had[0] no[0] idea[0] Keith[0] Urban[0] #drinkinggame[0] #WastedTime[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Marry a guy who has a cat . Only he'll understand what your silent stares mean . 	Marry a guy who has a cat .<br> Only he'll understand what your silent stares mean .	1	-1	 Marry[0] a[0] guy[0] who[0] has[0] a[0] cat[0] [[Sentence=-1,1=word max, 1-5]] Only[0] he'll[0] understand[0] what[0] your[0] silent[0] stares[0] mean[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can't wait to find out what happens on the finale of NAME The suspense is killing me ! ! ! ! #TWDFinale	Can't wait to find out what happens on the finale of NAME The suspense is killing me !<br> !<br> !<br> !<br> #TWDFinale	1	-2	 Can't[0] wait[0] to[0] find[0] out[0] what[0] happens[0] on[0] the[0] finale[0] of[0] NAME[0] The[0] suspense[0] is[0] killing[-1] me[0] [[Sentence=-2,1=word max, 1-5]] #TWDFinale[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
NAME But there's stars on this jersey & amp; we wouldn't want to give the impression that  USMNT has earned those . HYPERLINK	NAME But there's stars on this jersey & amp; we wouldn't want to give the impression that  USMNT has earned those .<br> HYPERLINK	1	-1	 NAME[0] But[0] there's[0] stars[0] on[0] this[0] jersey[0] &[0] amp[0] we[0] wouldn't[0] want[0] to[0] give[0] the[0] impression[0] that[0] USMNT[0] has[0] earned[0] those[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
 ThanksMichelleObama One of my best band friend's and  satire about the school lunch is hilarious . HYPERLINK	 ThanksMichelleObama One of my best band friend's and  satire about the school lunch is hilarious .<br> HYPERLINK	3	-1	 ThanksMichelleObama[0] One[0] of[0] my[0] best[1] band[0] friend's[1] and[0] satire[0] about[0] the[0] school[0] lunch[0] is[0] hilarious[2] [[Sentence=-1,3=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME NAME ItsTheGreatSelfieKowtow NOW ! ! ! ! 	NAME NAME ItsTheGreatSelfieKowtow NOW !<br> !<br> !<br> !	1	-1	 NAME[0] NAME[0] ItsTheGreatSelfieKowtow[0] NOW[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME wouldn't want to clarify a judgmental opinion in  America that forces one's will & amp; religion on others now would we . .  GOP 	NAME wouldn't want to clarify a judgmental opinion in  America that forces one's will & amp; religion on others now would we .<br> .<br>  GOP	1	-1	 NAME[0] wouldn't[0] want[0] to[0] clarify[0] a[0] judgmental[0] opinion[0] in[0] America[0] that[0] forces[0] one's[0] will[0] &[0] amp[0] religion[0] on[0] others[0] now[0] would[0] we[0] [[Sentence=-1,1=word max, 1-5]] GOP[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
2 hrs of sleep ? Its OKAY , GREAT ACTUALLY ! & lt; 3 	2 hrs of sleep ?<br> Its OKAY , GREAT ACTUALLY !<br> & lt; 3	3	-1	 2[0] hrs[0] of[0] sleep[0] [[Sentence=-1,1=word max, 1-5]] Its[0] OKAY[0] GREAT[2] ACTUALLY[0] [[Sentence=-1,3=word max, 1-5]] &[0] lt[0] 3[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME    oh my god ! !  erase it 	NAME    oh my god !<br> !<br>  erase it	1	-2	 NAME[0] oh[0] my[0] god[0] [[Sentence=-1,1=word max, 1-5]] erase[-1] it[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
So glad I planned my day around watching the NAME game . 	So glad I planned my day around watching the NAME game .	2	-1	 So[0] glad[1] I[0] planned[0] my[0] day[0] around[0] watching[0] the[0] NAME[0] game[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
What ?  BlackLivesMatter protesters committing hate crimes ? What ? Targeting white people ? What ? No way . 	What ?<br>  BlackLivesMatter protesters committing hate crimes ?<br> What ?<br> Targeting white people ?<br> What ?<br> No way .	1	-4	 What[0] [[Sentence=-1,1=word max, 1-5]] BlackLivesMatter[0] protesters[-1] committing[0] hate[-3] crimes[-1] [[Sentence=-4,1=word max, 1-5]] What[0] [[Sentence=-1,1=word max, 1-5]] Targeting[0] white[0] people[0] [[Sentence=-1,1=word max, 1-5]] What[0] [[Sentence=-1,1=word max, 1-5]] No[0] way[0] [[Sentence=-1,1=word max, 1-5]][[[1,-4 max of sentences]]]
This whole gym everyday thing is kicking my ass . . . My whole body hurts . . . Good thing I start two-a-days tomorrow morn !  killme	This whole gym everyday thing is kicking my ass .<br> .<br> .<br> My whole body hurts .<br> .<br> .<br> Good thing I start two-a-days tomorrow morn !<br>  killme	2	-3	 This[0] whole[0] gym[0] everyday[0] thing[0] is[0] kicking[-1] my[0] ass[0] [[Sentence=-2,1=word max, 1-5]] My[0] whole[0] body[0] hurts[-2] [[Sentence=-3,1=word max, 1-5]] Good[1] thing[0] I[0] start[0] two[0] a[0] days[0] tomorrow[0] morn[0] [[Sentence=-1,2=word max, 1-5]] killme[0] [[Sentence=-1,1=word max, 1-5]][[[2,-3 max of sentences]]]
 BHO hissy fit hurts  NYC HYPERLINK NAME NAME NAME NAME NAME NAME	 BHO hissy fit hurts  NYC HYPERLINK NAME NAME NAME NAME NAME NAME	1	-3	 BHO[0] hissy[0] fit[0] hurts[-2] NYC[0] HYPERLINK[0] NAME[0] NAME[0] NAME[0] NAME[0] NAME[0] NAME[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME    I'm not here Ameythst . . . 	NAME    I'm not here Ameythst .<br> .<br> .	1	-1	 NAME[0] I'm[0] not[0] here[0] Ameythst[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME NAME JBL Commentary: 10/10 would recommend #WrestleMania	NAME NAME JBL Commentary: 10/10 would recommend #WrestleMania	1	-1	 NAME[0] NAME[0] JBL[0] Commentary[0] 10/10[0] would[0] recommend[0] #WrestleMania[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A little dab will do ya . HYPERLINK	A little dab will do ya .<br> HYPERLINK	1	-1	 A[0] little[0] dab[0] will[0] do[0] ya[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I can't help the sarcasm , it just comes naturally !   	I can't help the sarcasm , it just comes naturally !<br>  	1	-3	 I[0] can't[0] help[0] the[0] sarcasm[-2] it[0] just[0] comes[0] naturally[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
NAME NAME some "bean counter" says , "we can wring X% more out our best customers ! How could that go wrong ? " 	NAME NAME some "bean counter" says , "we can wring X% more out our best customers !<br> How could that go wrong ?<br> "	2	-2	 NAME[0] NAME[0] some[0] bean[0] counter[0] says[0] we[0] can[0] wring[0] X%[0] more[0] out[0] our[0] best[1] customers[0] [[Sentence=-1,2=word max, 1-5]] How[0] could[0] that[0] go[0] wrong[-1] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
NAME I get Jenny Kerry Kelly anything but my name , Gerrie . If I'm ever asked how to spell it I reply 'however u like' X	NAME I get Jenny Kerry Kelly anything but my name , Gerrie .<br> If I'm ever asked how to spell it I reply 'however you like' X	2	-1	 NAME[0] I[0] get[0] Jenny[0] Kerry[0] Kelly[0] anything[0] but[0] my[0] name[0] Gerrie[0] [[Sentence=-1,1=word max, 1-5]] If[0] I'm[0] ever[0] asked[0] how[0] to[0] spell[0] it[0] I[0] reply[0] 'however[0] u[0] like'[0] X[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME I hope you didnt mistake my playful directed as others as a personal afront ? ;)	NAME I hope you didnt mistake my playful directed as others as a personal afront ?<br> ?	3	-2	 NAME[0] I[0] hope[2] you[0] didnt[0] mistake[-1] my[0] playful[1] directed[0] as[0] others[0] as[0] a[0] personal[0] afront[0] [[Sentence=-2,3=word max, 1-5]] [[Sentence=-1,1=word max, 1-5]][[[3,-2 max of sentences]]]
I read mine then ate the pigeon NAME    HYPERLINK	I read mine then ate the pigeon NAME    HYPERLINK	1	-1	 I[0] read[0] mine[0] then[0] ate[0] the[0] pigeon[0] NAME[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Monday . My favorite day of the week . 	Monday .<br> My favorite day of the week .	2	-1	 Monday[0] [[Sentence=-1,1=word max, 1-5]] My[0] favorite[1] day[0] of[0] the[0] week[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME your customer service at Victoria is just wonderful 	NAME your customer service at Victoria is just wonderful	2	-1	 NAME[0] your[0] customer[0] service[0] at[0] Victoria[0] is[0] just[0] wonderful[2][-1 LastWordBoosterStrength] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
No , really , i love doing things you could easily do yourself . It's like my job means something , but not . 	No , really , i love doing things you could easily do yourself .<br> It's like my job means something , but not .	3	-1	 No[0] really[0] i[0] love[2] doing[0] things[0] you[0] could[0] easily[0] do[0] yourself[0] [[Sentence=-1,3=word max, 1-5]] It's[0] like[1] my[0] job[0] means[0] something[0] but[0] not[0] [[Sentence=-1,2=word max, 1-5]][[[3,-1 max of sentences]]]
I will never stop trying to get you to move out here . NAME HYPERLINK	I will never stop trying to get you to move out here .<br> NAME HYPERLINK	1	-1	 I[0] will[0] never[0] stop[0] trying[0] to[0] get[0] you[0] to[0] move[0] out[0] here[0] [[Sentence=-1,1=word max, 1-5]] NAME[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Back on the course 7 . 30am tomorrow . Stay tuned for vlogs .  subscribe  proyoutuber  clickbelow ! Oh wait . . . HYPERLINK	Back on the course 7 .<br> 30am tomorrow .<br> Stay tuned for vlogs .<br>  subscribe  proyoutuber  clickbelow !<br> Oh wait .<br> .<br> .<br> HYPERLINK	1	-1	 Back[0] on[0] the[0] course[0] 7[0] [[Sentence=-1,1=word max, 1-5]] 30am[0] tomorrow[0] [[Sentence=-1,1=word max, 1-5]] Stay[0] tuned[0] for[0] vlogs[0] [[Sentence=-1,1=word max, 1-5]] subscribe[0] proyoutuber[0] clickbelow[0] [[Sentence=-1,1=word max, 1-5]] Oh[0] wait[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Vagitarian pendant , vagina necklace , sarcasm , pride gift , silver pe… HYPERLINK #WitticismsRus HYPERLINK	Vagitarian pendant , vagina necklace , sarcasm , pride gift , silver pe… HYPERLINK #WitticismsRus HYPERLINK	2	-3	 Vagitarian[0] pendant[0] vagina[0] necklace[0] sarcasm[-2] pride[1] gift[0] silver[0] pe…[0] HYPERLINK[0] #WitticismsRus[0] HYPERLINK[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
NAME NAME  canadagoose are proud sponsors of animal cruelty . You must be so proud , Rick .  canadagooseabuser	NAME NAME  canadagoose are proud sponsors of animal cruelty .<br> You must be so proud , Rick .<br>  canadagooseabuser	2	-4	 NAME[0] NAME[0] canadagoose[0] are[0] proud[1] sponsors[0] of[0] animal[0] cruelty[-3] [[Sentence=-4,2=word max, 1-5]] You[0] must[0] be[0] so[0] proud[1] Rick[0] [[Sentence=-1,2=word max, 1-5]] canadagooseabuser[0] [[Sentence=-1,1=word max, 1-5]][[[2,-4 max of sentences]]]
Hillary represents the establishment ! ? No one could've seen that coming ? HYPERLINK	Hillary represents the establishment !<br> ?<br> No one could've seen that coming ?<br> HYPERLINK	1	-1	 Hillary[0] represents[0] the[0] establishment[0] [[Sentence=-1,1=word max, 1-5]] No[0] one[0] could've[0] seen[0] that[0] coming[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Dear girls , Not every guy who talks 2 u wants 2 date u . Sometimes dey want 2 date ur prettier friend & amp; need ur help . 	Dear girls , Not every guy who talks 2 you wants 2 date you .<br> Sometimes dey want 2 date you are prettier friend & amp; need you are help .	3	-1	 Dear[1] girls[0] Not[0] every[0] guy[0] who[0] talks[0] 2[0] u[0] wants[0] 2[0] date[0] u[0] [[Sentence=-1,2=word max, 1-5]] Sometimes[0] dey[0] want[0] 2[0] date[0] ur[0] prettier[2] friend[1] &[0] amp[0] need[0] ur[0] help[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
so excited to wake up @ 6am tomorrow :) 	so excited to wake up @ 6am tomorrow tomorrow	3	-1	 so[0] excited[2] to[0] wake[0] up[0] @[0] 6am[0] tomorrow[0][+1 Emoticon] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
 Busy again today . . . but , before I go:Shout-out to all the Jeb peeps that ignored/blocked me for switching . . . good luck .  GayGOP	 Busy again today .<br> .<br> .<br> but , before I go:Shout-out to all the Jeb peeps that ignored/blocked me for switching .<br> .<br> .<br> good luck .<br>  GayGOP	3	-1	 Busy[0] again[0] today[0] [[Sentence=-1,1=word max, 1-5]] but[0] before[0] I[0] go[0] Shout[0] out[0] to[0] all[0] the[0] Jeb[0] peeps[0] that[0] ignored/blocked[0] me[0] for[0] switching[0] [[Sentence=-1,1=word max, 1-5]] good[1] luck[2] [[Sentence=-1,3=word max, 1-5]] GayGOP[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
NAME NAME Oh good . Now I have a reason to axe his black shoes , so he will wear red . 	NAME NAME Oh good .<br> Now I have a reason to axe his black shoes , so he will wear red .	2	-1	 NAME[0] NAME[0] Oh[0] good[1] [[Sentence=-1,2=word max, 1-5]] Now[0] I[0] have[0] a[0] reason[0] to[0] axe[0] his[0] black[0] shoes[0] so[0] he[0] will[0] wear[0] red[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
I was a radio host over a year ago , now I'm starting a network . People will really listen because they did long ago .  StupidPeople	I was a radio host over a year ago , now I'm starting a network .<br> People will really listen because they did long ago .<br>  StupidPeople	1	-2	 I[0] was[0] a[0] radio[0] host[0] over[0] a[0] year[0] ago[0] now[0] I'm[0] starting[0] a[0] network[0] [[Sentence=-1,1=word max, 1-5]] People[0] will[0] really[0] listen[0] because[0] they[0] did[0] long[0] ago[0] [[Sentence=-1,1=word max, 1-5]] StupidPeople[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Good job Egypt , you crack down on those torture victims ! What a bunch of whiners !  HumanRightsFirst HYPERLINK	Good job Egypt , you crack down on those torture victims !<br> What a bunch of whiners !<br>  HumanRightsFirst HYPERLINK	2	-4	 Good[1] job[0] Egypt[0] you[0] crack[0] down[0] on[0] those[0] torture[-3] victims[-2][-1 MultiplePositiveWords] [[Sentence=-4,2=word max, 1-5]] What[0] a[0] bunch[0] of[0] whiners[-2] [[Sentence=-3,1=word max, 1-5]] HumanRightsFirst[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[2,-4 max of sentences]]]
Fishdog River Brewing Co . ’s Ultimate I . P . A .  craftbeer HYPERLINK HYPERLINK	Fishdog River Brewing Co .<br> ’s Ultimate I .<br> P .<br> A .<br>  craftbeer HYPERLINK HYPERLINK	1	-1	 Fishdog[0] River[0] Brewing[0] Co[0] [[Sentence=-1,1=word max, 1-5]] ’s[0] Ultimate[0] I[0] [[Sentence=-1,1=word max, 1-5]] P[0] [[Sentence=-1,1=word max, 1-5]] A[0] [[Sentence=-1,1=word max, 1-5]] craftbeer[0] HYPERLINK[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Simply , my life as a slipper#emo #ithink #tbh #im #not #emo #im #just #kinda #yolo HYPERLINK	Simply , my life as a slipper#emo #ithink #tbh #im #not #emo #im #just #kinda #yolo HYPERLINK	1	-1	 Simply[0] my[0] life[0] as[0] a[0] slipper#emo[0] #ithink[0] #tbh[0] #im[0] #not[0] #emo[0] #im[0] #just[0] #kinda[0] #yolo[0] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
NAME OH NO . . . BUT WHAT HAPPENED TO THE NBC/WSJ POLL . . . OH NO . . .                                                HYPERLINK	NAME OH NO .<br> .<br> .<br> BUT WHAT HAPPENED TO THE NBC/WSJ POLL .<br> .<br> .<br> OH NO .<br> .<br> .<br>                                                HYPERLINK	1	-1	 NAME[0] OH[0] NO[0] [[Sentence=-1,1=word max, 1-5]] BUT[0] WHAT[0] HAPPENED[0] TO[0] THE[0] NBC/WSJ[0] POLL[0] [[Sentence=-1,1=word max, 1-5]] OH[0] NO[0] [[Sentence=-1,1=word max, 1-5]] HYPERLINK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Oh yeah fetty wap and post malone sounds like a blast     	Oh yeah fetty wap and post malone sounds like a blast    	2	-1	 Oh[0] yeah[0] fetty[0] wap[0] and[0] post[0] malone[0] sounds[0] like[1] a[0] blast[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Hahahaha double bogey ! ! I'm so friggin happy ! ! ! 	haha double bogey !<br> !<br> I'm so friggin happy !<br> !<br> !	2	-1	 Hahahaha/haha[1] double[0] bogey[0] [[Sentence=-1,2=word max, 1-5]] I'm[0] so[0] friggin[0] happy[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
NAME Will you be in or around Tulsa Fri ? If not we're in OKC like 5 weeks in a row soon 	NAME Will you be in or around Tulsa Fri ?<br> If not we're in OKC like 5 weeks in a row soon	2	-1	 NAME[0] Will[0] you[0] be[0] in[0] or[0] around[0] Tulsa[0] Fri[0] [[Sentence=-1,1=word max, 1-5]] If[0] not[0] we're[0] in[0] OKC[0] like[1] 5[0] weeks[0] in[0] a[0] row[0] soon[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
True  restingbitchface  hugethighs  greateyebrows HYPERLINK	True  restingbitchface  hugethighs  greateyebrows HYPERLINK	3	-1	 True[1] restingbitchface[0] hugethighs[0] greateyebrows[2] HYPERLINK[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
